2026-07-02 14:07:43,855 | INFO | rag_app_2026-07-02_14-07-43 | session_log_file=logs\session_2026-07-02_14-07-43.log
2026-07-02 14:07:43,856 | INFO | rag_app_2026-07-02_14-07-43 | application_start=true
2026-07-02 14:07:56,944 | INFO | rag_app_2026-07-02_14-07-43 | USER: what happed in 2023
2026-07-02 14:07:56,946 | INFO | rag_app_2026-07-02_14-07-43 | route=document
2026-07-02 14:08:08,725 | INFO | rag_app_2026-07-02_14-07-43 | fuzzy_corrected_question=events in documents from t120236
2026-07-02 14:08:08,725 | INFO | rag_app_2026-07-02_14-07-43 | raw_query_variants=['events in documents from t120236', 'what happened in 2023', 'events in 2023']
2026-07-02 14:08:08,729 | INFO | rag_app_2026-07-02_14-07-43 | filtered_query_variants=['what happened in 2023', 'events in 2023']
2026-07-02 14:08:08,819 | INFO | rag_app_2026-07-02_14-07-43 | multi_query_retrieval_time_seconds=0.0904
2026-07-02 14:08:08,820 | INFO | rag_app_2026-07-02_14-07-43 | normalized_question=what happened in 2023
2026-07-02 14:08:12,128 | INFO | rag_app_2026-07-02_14-07-43 | relevance=True
2026-07-02 14:08:14,429 | INFO | rag_app_2026-07-02_14-07-43 | retrieved_sources=[{'source': 'data\\2023_10_02T075900-9to5Linux_Weekly_Roundup_October_1st_2023.pdf', 'filename': '2023_10_02T075900-9to5Linux_Weekly_Roundup_October_1st_2023.pdf', 'chunk_index': 3}, {'filename': '2023_08_23T221148-Kali_Linux_20233_Released_with_9_New_Tools_for_Ethical_Hacking_Linux_Kernel_63.pdf', 'chunk_index': 0, 'source': 'data\\2023_08_23T221148-Kali_Linux_20233_Released_with_9_New_Tools_for_Ethical_Hacking_Linux_Kernel_63.pdf'}, {'chunk_index': 0, 'source': 'data\\2023_09_25T024112-9to5Linux_Weekly_Roundup_September_24th_2023.pdf', 'filename': '2023_09_25T024112-9to5Linux_Weekly_Roundup_September_24th_2023.pdf'}, {'filename': '2023_10_09T103945-9to5Linux_Weekly_Roundup_October_8th_2023.pdf', 'chunk_index': 3, 'source': 'data\\2023_10_09T103945-9to5Linux_Weekly_Roundup_October_8th_2023.pdf'}]
2026-07-02 14:08:14,430 | INFO | rag_app_2026-07-02_14-07-43 | ASSISTANT: Kali Linux 2023.3 was released with updates to the kernel and various tools for ethical hacking.

[Source 2]
2026-07-02 14:13:43,152 | INFO | rag_app_2026-07-02_14-07-43 | USER: exit
2026-07-02 14:13:43,153 | INFO | rag_app_2026-07-02_14-07-43 | route=control
2026-07-02 14:13:43,154 | INFO | rag_app_2026-07-02_14-07-43 | ASSISTANT: Goodbye.
2026-07-02 14:13:43,154 | INFO | rag_app_2026-07-02_14-07-43 | application_exit=true
