2026-07-02 13:54:59,463 | INFO | rag_app_2026-07-02_13-54-59 | session_log_file=logs\session_2026-07-02_13-54-59.log
2026-07-02 13:54:59,463 | INFO | rag_app_2026-07-02_13-54-59 | application_start=true
2026-07-02 13:55:09,311 | INFO | rag_app_2026-07-02_13-54-59 | USER: what happed in 2023
2026-07-02 13:55:09,313 | INFO | rag_app_2026-07-02_13-54-59 | route=document
2026-07-02 13:55:21,106 | INFO | rag_app_2026-07-02_13-54-59 | fuzzy_corrected_question=events in documents from t120236
2026-07-02 13:55:21,106 | INFO | rag_app_2026-07-02_13-54-59 | raw_query_variants=['events in documents from t120236', 'what happened in 2023', 'events in 2023']
2026-07-02 13:55:21,110 | INFO | rag_app_2026-07-02_13-54-59 | filtered_query_variants=['what happened in 2023', 'events in 2023']
2026-07-02 13:55:21,286 | INFO | rag_app_2026-07-02_13-54-59 | multi_query_retrieval_time_seconds=0.1757
2026-07-02 13:55:21,287 | INFO | rag_app_2026-07-02_13-54-59 | normalized_question=what happened in 2023
2026-07-02 13:55:25,869 | INFO | rag_app_2026-07-02_13-54-59 | relevance=True
2026-07-02 13:55:28,449 | INFO | rag_app_2026-07-02_13-54-59 | retrieved_sources=[{'source': 'data\\2023_10_02T075900-9to5Linux_Weekly_Roundup_October_1st_2023.pdf', 'chunk_index': 3, 'filename': '2023_10_02T075900-9to5Linux_Weekly_Roundup_October_1st_2023.pdf'}, {'source': 'data\\2023_08_23T221148-Kali_Linux_20233_Released_with_9_New_Tools_for_Ethical_Hacking_Linux_Kernel_63.pdf', 'chunk_index': 0, 'filename': '2023_08_23T221148-Kali_Linux_20233_Released_with_9_New_Tools_for_Ethical_Hacking_Linux_Kernel_63.pdf'}, {'source': 'data\\2023_09_25T024112-9to5Linux_Weekly_Roundup_September_24th_2023.pdf', 'filename': '2023_09_25T024112-9to5Linux_Weekly_Roundup_September_24th_2023.pdf', 'chunk_index': 0}, {'chunk_index': 3, 'filename': '2023_10_09T103945-9to5Linux_Weekly_Roundup_October_8th_2023.pdf', 'source': 'data\\2023_10_09T103945-9to5Linux_Weekly_Roundup_October_8th_2023.pdf'}]
2026-07-02 13:55:28,450 | INFO | rag_app_2026-07-02_13-54-59 | ASSISTANT: Kali Linux 2023.3 was released in August 2023, bringing with it updates to the Linux kernel and various other improvements.

[Source 2]
2026-07-02 13:58:05,544 | INFO | rag_app_2026-07-02_13-54-59 | USER: exit
2026-07-02 13:58:05,544 | INFO | rag_app_2026-07-02_13-54-59 | route=control
2026-07-02 13:58:05,545 | INFO | rag_app_2026-07-02_13-54-59 | ASSISTANT: Goodbye.
2026-07-02 13:58:05,545 | INFO | rag_app_2026-07-02_13-54-59 | application_exit=true
