2026-07-02 12:53:01,514 | INFO | rag_app_2026-07-02_12-53-01 | session_log_file=logs\session_2026-07-02_12-53-01.log
2026-07-02 12:53:01,515 | INFO | rag_app_2026-07-02_12-53-01 | application_start=true
2026-07-02 12:53:16,298 | INFO | rag_app_2026-07-02_12-53-01 | USER: what happed in 2023
2026-07-02 12:53:16,300 | INFO | rag_app_2026-07-02_12-53-01 | route=document
2026-07-02 12:53:22,971 | INFO | rag_app_2026-07-02_12-53-01 | fuzzy_corrected_question=events in documents from t120236
2026-07-02 12:53:22,972 | INFO | rag_app_2026-07-02_12-53-01 | raw_query_variants=['events in documents from t120236', 'what happed in 2023', 'what happened in 2023', 'events in 2023']
2026-07-02 12:53:22,973 | INFO | rag_app_2026-07-02_12-53-01 | filtered_query_variants=['events in documents from t120236']
2026-07-02 12:53:23,117 | INFO | rag_app_2026-07-02_12-53-01 | multi_query_retrieval_time_seconds=0.1439
2026-07-02 12:53:23,118 | INFO | rag_app_2026-07-02_12-53-01 | normalized_question=events in documents from t120236
2026-07-02 12:53:23,767 | INFO | rag_app_2026-07-02_12-53-01 | relevance=False
2026-07-02 12:53:23,767 | INFO | rag_app_2026-07-02_12-53-01 | low_confidence_relevance=true
2026-07-02 12:53:24,856 | INFO | rag_app_2026-07-02_12-53-01 | retrieved_sources=[{'source': 'data\\2023_10_12T121202-KDE_Gear_23082_Released_with_More_Fixes_for_Your_Favorite_KDE_Apps.pdf', 'chunk_index': 3, 'filename': '2023_10_12T121202-KDE_Gear_23082_Released_with_More_Fixes_for_Your_Favorite_KDE_Apps.pdf'}, {'chunk_index': 2, 'source': 'data\\2023_08_24T150040-KDE_Gear_2308_Released_with_Lots_of_Goodies_for_Your_Favorite_KDE_Apps.pdf', 'filename': '2023_08_24T150040-KDE_Gear_2308_Released_with_Lots_of_Goodies_for_Your_Favorite_KDE_Apps.pdf'}]
2026-07-02 12:53:24,858 | INFO | rag_app_2026-07-02_12-53-01 | ASSISTANT: I could not find that in the provided documents.
2026-07-02 12:54:07,347 | INFO | rag_app_2026-07-02_12-53-01 | USER: exit
2026-07-02 12:54:07,347 | INFO | rag_app_2026-07-02_12-53-01 | route=control
2026-07-02 12:54:07,347 | INFO | rag_app_2026-07-02_12-53-01 | ASSISTANT: Goodbye.
2026-07-02 12:54:07,347 | INFO | rag_app_2026-07-02_12-53-01 | application_exit=true
